,Original,Type,Param1,Param2,Stat,Sign,Reported p-value
11246,"t(38) = 2.73, p < .01",t,38.0,,2.73,<,0.01
140001,"F(1, 114) = 4.90, p = .029",f,1.0,114.0,4.9,=,0.029
74690,"F(1, 180) = 8.034, p <.005",f,1.0,180.0,8.034,<,0.005
166893,"F(3, 45) = 7.97, p < .01",f,3.0,45.0,7.97,<,0.01
24674,"t(350) = 13.5, p < .001",t,350.0,,13.5,<,0.001
189803,"F(1, 12) = 7.17, p = .02",f,1.0,12.0,7.17,=,0.02
77203,"F(1, 127) = 4.76, p < .05",f,1.0,127.0,4.76,<,0.05
146299,"F(1, 17) = 70.93, p < .01",f,1.0,17.0,70.93,<,0.01
132781,"F(3, 160) = 8.08, p < .0001",f,3.0,160.0,8.08,<,0.0001
102878,"t(157) = 2.85, p = .005",t,157.0,,2.85,=,0.005
93361,"F(1, 58) = 4.04, p = .05",f,1.0,58.0,4.04,=,0.05
25329,"t(46) = 2.28, p <.03",t,46.0,,2.28,<,0.03
144186,"F(6, 5616) = 60.88, p < .01",f,6.0,5616.0,60.88,<,0.01
73205,"t(47) = 3.92, p < .001",t,47.0,,3.92,<,0.001
30181,"F(1, 20) = 6.27, p < .05",f,1.0,20.0,6.27,<,0.05
46594,"F(1, 19) = 13.82, p < .01",f,1.0,19.0,13.82,<,0.01
175157,"F(1, 64) = 4.97, p < .03",f,1.0,64.0,4.97,<,0.03
95091,"F(1, 98) = 5.90, p < .05",f,1.0,98.0,5.9,<,0.05
80742,"F(1, 96) = 13.63, p   < .001",f,1.0,96.0,13.63,<,0.001
53834,"t(250) = −9.40, p < .001",t,250.0,,-9.4,<,0.001
46645,"t(109) = 3.00, p = .003",t,109.0,,3.0,=,0.003
99391,"F(1, 225) = 39.95, p < .0001",f,1.0,225.0,39.95,<,0.0001
194452,"F(1, 112) = 12.04, p < .01",f,1.0,112.0,12.04,<,0.01
155562,"F(1, 92) = 12.67, p < .01",f,1.0,92.0,12.67,<,0.01
152928,"F(1, 43) = 10.21, p < .001",f,1.0,43.0,10.21,<,0.001
159573,"F(2, 96) = 10.8, p < .001",f,2.0,96.0,10.8,<,0.001
171287,"F(1, 674) = 13.92, p < .001",f,1.0,674.0,13.92,<,0.001
82708,"F(1, 123) = 11.60, p < .001",f,1.0,123.0,11.6,<,0.001
113771,"t(61) = 2.88, p < .01",t,61.0,,2.88,<,0.01
40232,"F(1, 43) = 61.89, p < .0001",f,1.0,43.0,61.89,<,0.0001
112077,"t(120) = 2.47, p < .015",t,120.0,,2.47,<,0.015
15664,"F(1, 86) = 8.62, p < .005",f,1.0,86.0,8.62,<,0.005
157752,"F(1, 102) = 2.96, p > .05",f,1.0,102.0,2.96,>,0.05
145884,"F(2, 56) = 5.85, p = .005",f,2.0,56.0,5.85,=,0.005
123268,"t(20238) = 4.38, p < .0001",t,20238.0,,4.38,<,0.0001
121309,"t(47) = 2.36, p = .02",t,47.0,,2.36,=,0.02
194523,"t(11) = 4.2, p = 0.001",t,11.0,,4.2,=,0.001
157857,"t(37) = 5.29, p < .001",t,37.0,,5.29,<,0.001
131813,"F(5, 395) = 40.10, p < .001",f,5.0,395.0,40.1,<,0.001
8440,"t(176) = −5.72, p < .001",t,176.0,,-5.72,<,0.001
900,"t(81) = −4.12, p < .001",t,81.0,,-4.12,<,0.001
110493,"F(3, 157) = 17.67, p =.000",f,3.0,157.0,17.67,=,0.0
66667,"t(180) = 3.53, p = .001",t,180.0,,3.53,=,0.001
124218,"F(8, 416) = 5.63, p < .001",f,8.0,416.0,5.63,<,0.001
60818,"F(1, 267) = 6.64, p = .01",f,1.0,267.0,6.64,=,0.01
104774,"F(2, 108) = 19.43, p <   .001",f,2.0,108.0,19.43,<,0.001
15904,"t   (11)= 4.06, p< .01",t,11.0,,4.06,<,0.01
35809,"F(1, 81) = 5.95, p < .02",f,1.0,81.0,5.95,<,0.02
111904,"F(1, 44) = 4.20, p < .05",f,1.0,44.0,4.2,<,0.05
184175,"F(3, 245) = 17.86, p < .001",f,3.0,245.0,17.86,<,0.001
151580,"F(1, 36) = 8.8, p = .005",f,1.0,36.0,8.8,=,0.005
167059,"F(1, 263) = 7.06, p = .008",f,1.0,263.0,7.06,=,0.008
66792,"t(34) = 2.37, p < .05",t,34.0,,2.37,<,0.05
150619,"F(1, 88) = 4.91, p = .029",f,1.0,88.0,4.91,=,0.029
158455,"F(20, 207) = 2.27, p < .01",f,20.0,207.0,2.27,<,0.01
22861,"F(1, 113) = 6.56, p   = .012",f,1.0,113.0,6.56,=,0.012
86894,"F(3, 92) = 9.93, p = .001",f,3.0,92.0,9.93,=,0.001
59060,"t(29) = 8.32, p < .001",t,29.0,,8.32,<,0.001
185718,"F(1, 186) = 13.66, p = .00",f,1.0,186.0,13.66,=,0.0
94165,"F(1, 330) = 8.24, p   < .01",f,1.0,330.0,8.24,<,0.01
35182,"t(118238) = 37.75, p < .0001",t,118238.0,,37.75,<,0.0001
186635,"F(2, 38) = 3.34, p < .05",f,2.0,38.0,3.34,<,0.05
27348,"F(1, 39) = 14.92, p < .0001",f,1.0,39.0,14.92,<,0.0001
29779,"F(1, 81) = 21.72, p < .0001",f,1.0,81.0,21.72,<,0.0001
2260,"F(1, 38) = 58.84, p <.01",f,1.0,38.0,58.84,<,0.01
157784,"t(23) = 2.80, p < .01",t,23.0,,2.8,<,0.01
35206,"t(196) = −4.22, p < .0001",t,196.0,,-4.22,<,0.0001
119580,"t(40) = 10.27, p < .0001",t,40.0,,10.27,<,0.0001
149717,"F(1, 49) = 5.50, p < .02",f,1.0,49.0,5.5,<,0.02
102426,"F(1, 52) = 4.75, p < .04",f,1.0,52.0,4.75,<,0.04
104217,"F(1, 11) = 9.1, p < .05",f,1.0,11.0,9.1,<,0.05
33405,"F(1, 196) = 15.30, p < .001",f,1.0,196.0,15.3,<,0.001
140443,"t(25) = 2.3, p < .015",t,25.0,,2.3,<,0.015
9226,"t(92) = 4.6, p   < .01",t,92.0,,4.6,<,0.01
148214,"t(9) = 4.984, p = .002",t,9.0,,4.984,=,0.002
64488,"F(1, 44) = 92.50, p   < .01",f,1.0,44.0,92.5,<,0.01
41758,"F(1, 43) = 4.91, p < .01",f,1.0,43.0,4.91,<,0.01
183329,"F(3, 107) = 6.44, p < .001",f,3.0,107.0,6.44,<,0.001
105652,"F(1, 160) = 4.47, p < .05",f,1.0,160.0,4.47,<,0.05
102775,"t(52) = −2.43, p =.009",t,52.0,,-2.43,=,0.009
74631,"F(1, 16) = 20.85, p < .01",f,1.0,16.0,20.85,<,0.01
184397,"F(1, 23) = 11.10, p = .003",f,1.0,23.0,11.1,=,0.003
111231,"F(1, 23) = 9.15, p < .01",f,1.0,23.0,9.15,<,0.01
105014,"t(116) = 11.36, p < .001",t,116.0,,11.36,<,0.001
23430,"F(1, 107) = 52.95, p < .0001",f,1.0,107.0,52.95,<,0.0001
78953,"F(1, 119) = 18.02, p < .001",f,1.0,119.0,18.02,<,0.001
16154,"F(1, 53) = 6.12, p < .05",f,1.0,53.0,6.12,<,0.05
73880,"t(125) = −4.43, p < .0001",t,125.0,,-4.43,<,0.0001
157211,"t(31) = 2.741, p = .01",t,31.0,,2.741,=,0.01
34337,"F(1, 23)   = 5.28,  p   = .03",f,1.0,23.0,5.28,=,0.03
27865,"F(1, 69) = 3.97, p = .05",f,1.0,69.0,3.97,=,0.05
97432,"F(5, 92) = 9.10, p < .001",f,5.0,92.0,9.1,<,0.001
99196,"t(102) = 6.12, p < .001",t,102.0,,6.12,<,0.001
99620,"F(1, 120) = 72.05, p < .001",f,1.0,120.0,72.05,<,0.001
62774,"F(1, 100) = 32.33, p < .0001",f,1.0,100.0,32.33,<,0.0001
141525,"F(1, 11) = 6.26, p < .01",f,1.0,11.0,6.26,<,0.01
153524,"F(1, 15) = 9.14, p = .009",f,1.0,15.0,9.14,=,0.009
3521,"F(1, 124) = 4.94, p   < .05",f,1.0,124.0,4.94,<,0.05
3917,"t(119) = 4.19, p < .01",t,119.0,,4.19,<,0.01
155518,"F(2, 30) = 4.93, p <.05",f,2.0,30.0,4.93,<,0.05
10396,"F(1, 91) = 14.70, p = .0002",f,1.0,91.0,14.7,=,0.0002
146094,"F(1, 27) = 11.997, p = .002",f,1.0,27.0,11.997,=,0.002
51918,"F(1, 18) = 95.42, p < .001",f,1.0,18.0,95.42,<,0.001
79387,"F(1, 49) = 5.57, p <.05",f,1.0,49.0,5.57,<,0.05
12362,"t(27) = 2.43, p = .022",t,27.0,,2.43,=,0.022
582,"F(1, 30) = 14.54, p < .001",f,1.0,30.0,14.54,<,0.001
196528,"t(19) = 2.96, p = .008",t,19.0,,2.96,=,0.008
71438,"F(1, 104) = 21.35, p < .01",f,1.0,104.0,21.35,<,0.01
93466,"t(163) = 2.99, p < .05",t,163.0,,2.99,<,0.05
14231,"F(1, 581) = 186.0, p < .0001",f,1.0,581.0,186.0,<,0.0001
97857,"F(1, 74) = 4.90, p   < .05",f,1.0,74.0,4.9,<,0.05
154343,"t(38) = 3.64, p = .001",t,38.0,,3.64,=,0.001
147727,"t(375) = 3.78, p < .05",t,375.0,,3.78,<,0.05
124700,"F(2, 36)   = 36.99,  p   < .01",f,2.0,36.0,36.99,<,0.01
3417,"t(1486) = 5.14, p < .001",t,1486.0,,5.14,<,0.001
124956,"F(2, 129) = 3.37, p < .05",f,2.0,129.0,3.37,<,0.05
45038,"t(30) = 2.66, p < .02",t,30.0,,2.66,<,0.02
91372,"F(1, 69) = 194.94, p < .001",f,1.0,69.0,194.94,<,0.001
51673,"F(2, 72) = 14.68, p < .001",f,2.0,72.0,14.68,<,0.001
6024,"t(20) = 3.82, p = .001",t,20.0,,3.82,=,0.001
765,"F(2, 302) = 4.80, p = .009",f,2.0,302.0,4.8,=,0.009
151589,"t(83) = 4.03, p < .001",t,83.0,,4.03,<,0.001
164708,"F(1, 112) = 5.92, p < .02",f,1.0,112.0,5.92,<,0.02
124814,"F(1, 498) = 10.11, p = .002",f,1.0,498.0,10.11,=,0.002
22176,"F(1, 175) = 3.58, p = .030",f,1.0,175.0,3.58,=,0.03
71071,"t(39) = 5.75, p < .0001",t,39.0,,5.75,<,0.0001
188360,"F(9, 135) = 20.29, p < .05",f,9.0,135.0,20.29,<,0.05
140909,"t(38) = 3.40, p = .002",t,38.0,,3.4,=,0.002
176341,"t(9) = 4.194, p = .002",t,9.0,,4.194,=,0.002
66649,"F(1, 185) = 58.34, p < .001",f,1.0,185.0,58.34,<,0.001
83391,"F(1, 56) = 16.92, p < .001",f,1.0,56.0,16.92,<,0.001
107614,"F(1, 166) = 5.41, p < .05",f,1.0,166.0,5.41,<,0.05
146494,"t(32) = −2.95, p <.01",t,32.0,,-2.95,<,0.01
3010,"t(205) = 2.30, p = .02",t,205.0,,2.3,=,0.02
108968,"F(2, 57) = 7.21, p < .01",f,2.0,57.0,7.21,<,0.01
177201,"F(1, 9) = 7.86, p < .05",f,1.0,9.0,7.86,<,0.05
108024,"F(2, 96) = 114.44, p < .001",f,2.0,96.0,114.44,<,0.001
50139,"F(1, 114) = 8.93, p   < .01",f,1.0,114.0,8.93,<,0.01
168640,"t(34) = 2.79, p < .01",t,34.0,,2.79,<,0.01
19191,"F(1, 145) = 19.82, p < .0001",f,1.0,145.0,19.82,<,0.0001
110542,"F(1,19) = 7.35, p < .02",f,1.0,19.0,7.35,<,0.02
77852,"F(1, 67) = 4.02, p < 0.05",f,1.0,67.0,4.02,<,0.05
62375,"t(35) = 2.31, p   < .05",t,35.0,,2.31,<,0.05
42344,"F(2, 105) = 5.00, p < .01",f,2.0,105.0,5.0,<,0.01
92627,"F(2, 44) = 4.54, p < .05",f,2.0,44.0,4.54,<,0.05
43038,"t(80) = −2.13, p = .04",t,80.0,,-2.13,=,0.04
194358,"F(1, 87) = 96.77, p < .01",f,1.0,87.0,96.77,<,0.01
117006,"F(1, 180) = 14.03, p < .001",f,1.0,180.0,14.03,<,0.001
156167,"t(93) = 6.66, p < .001",t,93.0,,6.66,<,0.001
30062,"t(257) = 5.05, p < .001",t,257.0,,5.05,<,0.001
164150,"F(7, 168) = 3.20, p < .01",f,7.0,168.0,3.2,<,0.01
55049,"F(1, 285) = 16.00, p < .001",f,1.0,285.0,16.0,<,0.001
46756,"F(1, 37) = 13.27, p < .001",f,1.0,37.0,13.27,<,0.001
70486,"F(91, 3) = 5.77, p   < .001",f,91.0,3.0,5.77,<,0.001
92051,"t(53) = 4.07, p < .001",t,53.0,,4.07,<,0.001
37016,"F(1, 38) = 21.74, p < .001",f,1.0,38.0,21.74,<,0.001
20854,"F(1, 80) = 15.51, p < .001",f,1.0,80.0,15.51,<,0.001
49198,"F(1, 32) = 7.89, p < .01",f,1.0,32.0,7.89,<,0.01
79154,"F(1, 182) = 6.41, p   < .01",f,1.0,182.0,6.41,<,0.01
15217,"F(1, 43) = 4.81, p <.05",f,1.0,43.0,4.81,<,0.05
131192,"F(1, 39)   = 4.98,  p   < .031",f,1.0,39.0,4.98,<,0.031
186150,"t(39) = 2.164, p = .037",t,39.0,,2.164,=,0.037
36903,"F(2, 214) = 5.50, p = .005",f,2.0,214.0,5.5,=,0.005
149493,"t(6, 76) = −2.11, p   < .05",t,76.0,,-2.11,<,0.05
39832,"F(1, 18) = 5.84, p =.027",f,1.0,18.0,5.84,=,0.027
143729,"F(6, 402) = 23.23, p < .0001",f,6.0,402.0,23.23,<,0.0001
13063,"F(9, 116) = 2.31, p = .02",f,9.0,116.0,2.31,=,0.02
18919,"F(1, 69) = 8.54, p <.01",f,1.0,69.0,8.54,<,0.01
80667,"t(115) = 2.63, p < .05",t,115.0,,2.63,<,0.05
80446,"t(594) = 4.08, p < .001",t,594.0,,4.08,<,0.001
71371,"t(461) = 2.63, p = .01",t,461.0,,2.63,=,0.01
156211,"t(47) = 3.21, p < .01",t,47.0,,3.21,<,0.01
108496,"F(1, 88) = 3.98, p < .05",f,1.0,88.0,3.98,<,0.05
126016,"F(2, 45) = 7.81, p < .01",f,2.0,45.0,7.81,<,0.01
1702,"t(63) = 3.24, p < .01",t,63.0,,3.24,<,0.01
152361,"t(79) = 5.209, p < .001",t,79.0,,5.209,<,0.001
175470,"F(2, 57) = 13.29, p < .001",f,2.0,57.0,13.29,<,0.001
127532,"F(2, 63) = 4.79, p < .02",f,2.0,63.0,4.79,<,0.02
155093,"F(11, 56) = 2.4, p < .05",f,11.0,56.0,2.4,<,0.05
63571,"F(1, 47) = 29.03, p < .01",f,1.0,47.0,29.03,<,0.01
1480,"t(1005) = 28.53, p < .001",t,1005.0,,28.53,<,0.001
169254,"F(3, 73) = 26.38, p < .001",f,3.0,73.0,26.38,<,0.001
98684,"F(1, 34) = 8.16, p = .007",f,1.0,34.0,8.16,=,0.007
22640,"t(112) = 3.87, p < .01",t,112.0,,3.87,<,0.01
143526,"F(1, 78) = 7.02, p = .01",f,1.0,78.0,7.02,=,0.01
8855,"t(114) = 2.52, p = .013",t,114.0,,2.52,=,0.013
95327,"F(1, 115) = 31.62, p < .001",f,1.0,115.0,31.62,<,0.001
48446,"t(133) = 2.05, p = .04",t,133.0,,2.05,=,0.04
186743,"F(2, 45) = 3.60, p = .03",f,2.0,45.0,3.6,=,0.03
121799,"t(58) = 3.08, p < .01",t,58.0,,3.08,<,0.01
102109,"F(2, 114) = 234.98, p < .001",f,2.0,114.0,234.98,<,0.001
91539,"F(1, 236) = 9.78, p= .002",f,1.0,236.0,9.78,=,0.002
135373,"F(1, 74) = 5.00, p = .028",f,1.0,74.0,5.0,=,0.028
123476,"F(1, 134) = 8.36, p = .004",f,1.0,134.0,8.36,=,0.004
130884,"F(1, 28) = 63.86, p < .001",f,1.0,28.0,63.86,<,0.001
112649,"t(57) = −2.55, p <.01",t,57.0,,-2.55,<,0.01
169682,"F(1, 20) = 12.67, p = .002",f,1.0,20.0,12.67,=,0.002
112591,"F(1, 54) = 5.37, p = .02",f,1.0,54.0,5.37,=,0.02
19737,"F(2, 34) = 5.9, p < .01",f,2.0,34.0,5.9,<,0.01
155743,"F(3, 144) = 2.78, p < .05",f,3.0,144.0,2.78,<,0.05
45332,"t(237) = 2.14, p   < .05",t,237.0,,2.14,<,0.05
197029,"t(148) = 4.75, p < .001",t,148.0,,4.75,<,0.001
141251,"t(59) = −2.90, p = .005",t,59.0,,-2.9,=,0.005
23612,"F(1, 63) = 3.91, p < .05",f,1.0,63.0,3.91,<,0.05
119341,"F(2, 62) = 26.72, p < .001",f,2.0,62.0,26.72,<,0.001
36404,"F(2, 128) = 7.89, p = .001",f,2.0,128.0,7.89,=,0.001
130486,"t(62) = 5.848, p < .001",t,62.0,,5.848,<,0.001
24245,"F(1, 181) = 16.21, p   < .001",f,1.0,181.0,16.21,<,0.001
18224,"F(1, 84) = 4.39, p < .04",f,1.0,84.0,4.39,<,0.04
130760,"t(145) = 2.23,p < .05",t,145.0,,2.23,<,0.05
134913,"F(1, 52) = 4.60, p = .037",f,1.0,52.0,4.6,=,0.037
103594,"F(1, 567) =   608.25, p<.001",f,1.0,567.0,608.25,<,0.001
147281,"t   (5) = 3.00, p < .025",t,5.0,,3.0,<,0.025
81060,"t(40) = 4.29, p < .001",t,40.0,,4.29,<,0.001
64259,"t(190) = 11.96, p < .001",t,190.0,,11.96,<,0.001
78337,"t(67) = 15.66, p < .01",t,67.0,,15.66,<,0.01
34474,"F(1, 103) = 11.29, p <.001",f,1.0,103.0,11.29,<,0.001
139413,"F(1, 141) = 5.81, p < .02",f,1.0,141.0,5.81,<,0.02
41597,"F(1, 106)= 6.99, p< .01",f,1.0,106.0,6.99,<,0.01
181189,"F(2, 27) = 10.61, p < .01",f,2.0,27.0,10.61,<,0.01
38066,"F(1, 39) = 4.45, p < .05",f,1.0,39.0,4.45,<,0.05
132766,"F(3, 122) = 12.51, p < .001",f,3.0,122.0,12.51,<,0.001
32492,"F(1, 84) = 5.08, p < .03",f,1.0,84.0,5.08,<,0.03
191270,"F (1, 38) = 10.98,   p < .01",f,1.0,38.0,10.98,<,0.01
11708,"F(1, 172) = 4.40, p < .05",f,1.0,172.0,4.4,<,0.05
66325,"F(1, 96) = 4.71, p = .033",f,1.0,96.0,4.71,=,0.033
9693,"F(1, 65) = 4.11, p < .05",f,1.0,65.0,4.11,<,0.05
120727,"F   (11, 209) = 11.3,   p   < .001",f,11.0,209.0,11.3,<,0.001
169237,"F(3, 931) = 43.07, p < .01",f,3.0,931.0,43.07,<,0.01
167740,"t(93) = 2.52, p < .02",t,93.0,,2.52,<,0.02
135423,"F(1, 51) = 7.44, p < .01",f,1.0,51.0,7.44,<,0.01
159049,"t(67) = 2.68, p < .01",t,67.0,,2.68,<,0.01
43045,"t(170) = 5.834, p < .001",t,170.0,,5.834,<,0.001
113863,"F(1, 193) = 5.69, p = .018",f,1.0,193.0,5.69,=,0.018
42764,"F(1, 62) = 4.18, p   < .05",f,1.0,62.0,4.18,<,0.05
55929,"t(99) = 3.55, p < .001",t,99.0,,3.55,<,0.001
188772,"F(1, 30) = 5.09, p = .03",f,1.0,30.0,5.09,=,0.03
127286,"F(1, 132) = 9.18, p < .01",f,1.0,132.0,9.18,<,0.01
49456,"F(4, 314) = 9.309, p < .001",f,4.0,314.0,9.309,<,0.001
140942,"F(1, 17) = 12.39, p < .01",f,1.0,17.0,12.39,<,0.01
166348,"F(1, 140) = 10.39, p = .002",f,1.0,140.0,10.39,=,0.002
13192,"t(49) = 2.03, p = .048",t,49.0,,2.03,=,0.048
160342,"F(1, 15) = 105.12, p   < 0.001",f,1.0,15.0,105.12,<,0.001
12014,"F(2, 120) = 3.55, p < .032",f,2.0,120.0,3.55,<,0.032
51896,"F(1, 93) = 4.74, p   < .05",f,1.0,93.0,4.74,<,0.05
33580,"F(1, 44) = 21.04, p < .001",f,1.0,44.0,21.04,<,0.001
30467,"t(54) = 5.72, p <.001",t,54.0,,5.72,<,0.001
192210,"F(1, 66) = 9.56, p < .01",f,1.0,66.0,9.56,<,0.01
187382,"t(17) = 2.51, p = .023",t,17.0,,2.51,=,0.023
45495,"F(1, 63) = 34.90, p < .0001",f,1.0,63.0,34.9,<,0.0001
49056,"F(1, 116) = 32.47, p < .001",f,1.0,116.0,32.47,<,0.001
17281,"F(2, 81) = 3.23, p = .045",f,2.0,81.0,3.23,=,0.045
191972,"t(98) = 5.4, p < .001",t,98.0,,5.4,<,0.001
12360,"t(24) = 2.69, p = .013",t,24.0,,2.69,=,0.013
171564,"t(30) = .6138, p > .05",t,30.0,,0.6138,>,0.05
165447,"F(3, 290)   = 7.77, p <   .001",f,3.0,290.0,7.77,<,0.001
41953,"F(1, 166) = 4.02, p =.05",f,1.0,166.0,4.02,=,0.05
29542,"F(1, 186) = 6.55, p < .05",f,1.0,186.0,6.55,<,0.05
158573,"t(198) = 9.4, p < .001",t,198.0,,9.4,<,0.001
61434,"F(1, 56) = 8.21, p < .01",f,1.0,56.0,8.21,<,0.01
147922,"F(1, 58) = 14.90, p   < .001",f,1.0,58.0,14.9,<,0.001
169489,"t(24) = 4.13, p < .001",t,24.0,,4.13,<,0.001
108475,"F(15, 860) = 4.13, p < .01",f,15.0,860.0,4.13,<,0.01
75348,"F(1, 54) = 8.13, p < .01",f,1.0,54.0,8.13,<,0.01
32680,"F(2, 82) = 49.68, p < .0001",f,2.0,82.0,49.68,<,0.0001
197170,"F(1, 22) = 16.38, p < .01",f,1.0,22.0,16.38,<,0.01
45641,"F(1, 26) = 4.36, p =.05",f,1.0,26.0,4.36,=,0.05
44631,"t   (28) = 2.16, p   < .05",t,28.0,,2.16,<,0.05
97560,"F(1, 44) = 5.54, p <.05",f,1.0,44.0,5.54,<,0.05
17599,"F(3, 323) = 22.03, p < .001",f,3.0,323.0,22.03,<,0.001
54391,"F(1, 98) = 10.02, p < .01",f,1.0,98.0,10.02,<,0.01
10433,"t   (61) = 4.19, p   < .0001",t,61.0,,4.19,<,0.0001
119212,"F(1, 29) = 4.97, p <   .05",f,1.0,29.0,4.97,<,0.05
117733,"F(2, 72) = 7.09, p < .002",f,2.0,72.0,7.09,<,0.002
93798,"F(1, 45) = 4.85, p < .05",f,1.0,45.0,4.85,<,0.05
3364,"F(1, 60) = 34.52, p < .0001",f,1.0,60.0,34.52,<,0.0001
61970,"F(1, 145) = 48.9, p < .001",f,1.0,145.0,48.9,<,0.001
97704,"F(1, 104) = 19.92, p < .001",f,1.0,104.0,19.92,<,0.001
68498,"F(1, 30) = 6.87, p   < .05",f,1.0,30.0,6.87,<,0.05
57553,"F(1, 298) = 8.79, p < .01",f,1.0,298.0,8.79,<,0.01
174263,"F(1, 57) = 8.09, p   < .01",f,1.0,57.0,8.09,<,0.01
190034,"F(2, 84) = 75.30, p < 0.001",f,2.0,84.0,75.3,<,0.001
66378,"F(2, 38) = 27.35, p < .001",f,2.0,38.0,27.35,<,0.001
169535,"F(3, 144) = 6.334, p < .001",f,3.0,144.0,6.334,<,0.001
41497,"F(1, 17) = 15.21, p < .003",f,1.0,17.0,15.21,<,0.003
72615,"t(182) = 2.39, p < .05",t,182.0,,2.39,<,0.05
96021,"F(10, 495) = 2.73, p <.01",f,10.0,495.0,2.73,<,0.01
2212,"F(2, 122) = 9.77, p < .01",f,2.0,122.0,9.77,<,0.01
196078,"F(1, 52) = 6.26, p < .05",f,1.0,52.0,6.26,<,0.05
190156,"F(2, 50) = 18.70, p < .001",f,2.0,50.0,18.7,<,0.001
45307,"F(7, 192) = 3.02, p   < .01",f,7.0,192.0,3.02,<,0.01
86687,"t(101) = −3.13, p   < .002",t,101.0,,-3.13,<,0.002
68954,"F(1, 98) = 10.03, p < 0.01",f,1.0,98.0,10.03,<,0.01
15297,"F(1, 61) = 4.68, p   < .05",f,1.0,61.0,4.68,<,0.05
179603,"F(2, 70) = 3.73, p    < .035",f,2.0,70.0,3.73,<,0.035
189258,"F(1, 273) = 6.84, p < .01",f,1.0,273.0,6.84,<,0.01
156631,"F(3, 34) =   11.39, p < .001",f,3.0,34.0,11.39,<,0.001
113561,"F(7, 138) = 3.01, p = .006",f,7.0,138.0,3.01,=,0.006
105201,"F(2, 154) = 2.74, p   = .04",f,2.0,154.0,2.74,=,0.04
65180,"F(1, 16) = 6.15, p   < .03",f,1.0,16.0,6.15,<,0.03
108921,"F(4, 276) = 7.71, p < .01",f,4.0,276.0,7.71,<,0.01
192920,"t(193) = − 2.14, p <.03",t,193.0,,-2.14,<,0.03
79700,"F(1, 106) = 6.90, p   < .02",f,1.0,106.0,6.9,<,0.02
148427,"F(2, 124) = 6.15, p < .003",f,2.0,124.0,6.15,<,0.003
56219,"F(1, 22) = 6.65, p < .05",f,1.0,22.0,6.65,<,0.05
175446,"F(6, 342) = 2.57, p < .05",f,6.0,342.0,2.57,<,0.05
197151,"F(1, 22) = 11.03, p < .01",f,1.0,22.0,11.03,<,0.01
125075,"F(1, 51) = 18.497, p < .001",f,1.0,51.0,18.497,<,0.001
17605,"F(1, 45) = 6.82, p < .01",f,1.0,45.0,6.82,<,0.01
35134,"F(1, 62) = 5.95, p   < .02",f,1.0,62.0,5.95,<,0.02
161262,"t(9) = 1.96, p <.05",t,9.0,,1.96,<,0.05
21280,"F(1, 57) = 284.87, p < .001",f,1.0,57.0,284.87,<,0.001
170167,"F(2, 321) = 114.86, p < .05",f,2.0,321.0,114.86,<,0.05
135295,"F(1, 159) = 5.69, p < .03",f,1.0,159.0,5.69,<,0.03
162234,"F(19, 19) = 2.71, p = .02",f,19.0,19.0,2.71,=,0.02
160441,"F(1, 26) = 4.29, p <.05",f,1.0,26.0,4.29,<,0.05
19174,"F(1, 112) = 5.07, p = .03",f,1.0,112.0,5.07,=,0.03
69005,"F(1, 98) = 4.13, p < .04",f,1.0,98.0,4.13,<,0.04
79711,"F(1, 50) = 79.52, p   < .001",f,1.0,50.0,79.52,<,0.001
2653,"F(1, 37) = 10.40, p <.01",f,1.0,37.0,10.4,<,0.01
86449,"t(39) = 3.46, p <.002",t,39.0,,3.46,<,0.002
190720,"F(2, 189) = 3.98, p < .05",f,2.0,189.0,3.98,<,0.05
84222,"t(40) = 8.42, p < .0001",t,40.0,,8.42,<,0.0001
136926,"F(1, 390) = 4.95, p < .05",f,1.0,390.0,4.95,<,0.05
71473,"t(28) = 1.86, p = .04",t,28.0,,1.86,=,0.04
103020,"F(1, 36) = 15.94, p =.001",f,1.0,36.0,15.94,=,0.001
135252,"t(64) = 4.07, p <.01",t,64.0,,4.07,<,0.01
127091,"t(32) = 2.34, p = .026",t,32.0,,2.34,=,0.026
129945,"F(1, 25) = 39.79, p = .00",f,1.0,25.0,39.79,=,0.0
51774,"t(203) = 3.27, p = .001",t,203.0,,3.27,=,0.001
34569,"t(332) = 2.40, p = .02",t,332.0,,2.4,=,0.02
100786,"F(1, 30) = 7.41, p = .011",f,1.0,30.0,7.41,=,0.011
52606,"F(3, 35) = 4.73, p   < .01",f,3.0,35.0,4.73,<,0.01
169625,"F(1, 129) = 6.21, p < .05",f,1.0,129.0,6.21,<,0.05
180705,"F(2, 147) =   6.62, p <.01",f,2.0,147.0,6.62,<,0.01
37478,"F(1, 108) = 9.70, p < .01",f,1.0,108.0,9.7,<,0.01
153681,"t(776) = 10.19, p < .01",t,776.0,,10.19,<,0.01
153916,"t(80) = 2.84, p < .01",t,80.0,,2.84,<,0.01
185399,"F(1, 34) = 32.83, p <.001",f,1.0,34.0,32.83,<,0.001
1434,"F(1, 56) = 32.47, p <.001",f,1.0,56.0,32.47,<,0.001
51105,"F(1, 54) = 18.96, p < .01",f,1.0,54.0,18.96,<,0.01
27192,"F(1, 92) = 19.08, p < .001",f,1.0,92.0,19.08,<,0.001
133244,"F(1,   58) = 32.11, p < .0001",f,1.0,58.0,32.11,<,0.0001
150827,"F(5, 259) = 3.86, p   < .05",f,5.0,259.0,3.86,<,0.05
